Student,Lec 1,Lec 2,Lec 3,Lec 4,Lec 5,Lec 6,Lec 7,Lec 8,Lec 9,Lec 10,Lec 11,Lec 12,Lec 13,Lec 14,Lec 15,Lec 16,Lec 17,Lec 18,Lec 19,Lec 20,Lec 21,Lec 22,Lec 23,Lec 24,Lec 25,Lec 26,Lec 27,Lec 28,Activity 1,Activity 2,Activity 3,Activity 4,Activity 5,Activity 6,Activity 7,Activity 8,Activity 9,Activity 10,Activity 11,Activity 12,Activity 13,Activity 14,Activity 15,Activity 16
S23.55,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.56,,1,1,1,1,1,0.8,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.57,,1,1,1,0,1,1,1,1,1,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.58,,1,0,0,0,0,0,0,0,1,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.59,,1,1,1,1,1,1,1,1,1,,0.8,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.60,,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.61,,1,0,1,0,1,1,1,1,1,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.62,,1,1,0,1,1,1,1,0,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.63,,1,1,1,1,1,1,1,1,0,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.64,,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.65,,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.66,,1,0,1,0,1,0,1,1,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.67,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.68,,1,1,1,1,1,1,0,1,0,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.69,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.70,,0,1,0,0,1,0,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.71,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.72,,1,1,1,0,1,1,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.73,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.74,,1,0,1,1,1,1,1,0,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.75,,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.76,,0,1,1,1,1,1,1,0,1,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.77,,1,1,1,1,1,1,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.78,,1,1,0,1,1,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.79,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.80,,1,1,1,1,1,1,0,1,1,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.81,,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.82,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.83,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.84,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.85,,1,1,1,0,1,0,1,1,0,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.86,,1,0,0,1,1,1,0,1,0,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.87,,1,1,1,0,1,1,0,0,0,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.88,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.89,,1,1,1,1,1,0,1,1,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.90,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.91,,1,1,1,1,1,1,1,0,0,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.92,,1,1,1,0,1,1,1,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.93,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.94,,1,1,0,0,1,1,0,1,0,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.95,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.96,,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.97,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.98,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.99,,1,1,1,1,1,1,1,1,1,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.100,,1,1,0,1,1,1,1,1,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.101,,1,0,1,1,1,1,0,1,0,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.102,,1,1,1,1,1,1,1,1,0.8,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.103,,1,1,1,1,1,1,1,0,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.104,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.105,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.106,,1,1,1,1,1,0,1,1,0,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.107,,1,1,0,1,1,1,0,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.108,,1,1,1,1,1,1,0.8,1,0,,0.8,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.109,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.110,,1,0,1,1,1,0,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.111,,1,1,1,1,1,1,1,1,0,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.112,,1,1,1,1,1,1,1,1,0,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.113,,1,1,1,1,1,1,0,1,0,,0.4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.114,,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.115,,1,1,1,1,1,0,0.8,1,0,,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.116,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.117,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.118,,1,1,1,1,1,1,1,0,1,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.119,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.120,,1,1,1,1,1,0,1,0.6,1,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.121,,1,1,1,0,1,0,1,0,0,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.122,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.123,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.124,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.125,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.126,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.127,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.128,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.129,,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.130,,1,1,1,0,1,1,1,0,1,,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.131,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.132,,1,1,1,1,1,0.8,1,0,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.133,,1,1,1,1,1,1,0,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.134,,1,1,1,0,1,1,0.6,0,1,,0.8,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.135,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.136,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.137,,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.138,,1,1,1,1,1,0,1,1,0.8,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.139,,1,1,1,1,1,0.8,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.140,,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.141,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.142,,1,1,0,1,1,1,1,1,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.143,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.144,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.145,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.146,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.147,,1,1,1,1,1,1,1,1,1,,0.8,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.148,,1,1,0,1,1,0,0,0,0,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.149,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.150,,1,1,1,1,1,0.8,1,0,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S23.151,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Zhou,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,
2 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,
3 Zhou,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,
5 Zhou,1,1,1,1,1,1,0,1,1,1,0.5,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,
6 Zhou,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
7 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
8 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,
9 Zhou,1,1,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,1,1,1,1,1,1,0,1,0,1,0,0.5,1,0,0,
10 Zhou,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
11 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,
12 Zhou,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
13 Zhou,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
14 Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Zhou,1,1,0,1,0.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,1,1,1,1,1,1,0,0,1,0,0.5,1,0,0,
16 Zhou,1,1,0.5,0.5,1,1,1,1,1,1,0.5,1,1,1,0,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.5,
17 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
18 Zhou,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,,,,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,1,
19 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,1,1,0,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
20 Zhou,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,
21 Zhou,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,,,,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,
22 Zhou,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
23 Zhou,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,,,1,1,1,1,1,1,1,0,0.5,0,0.5,0.5,1,1,0,
24 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
25 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,
26 Zhou,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,
27 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,
28 Zhou,1,0,1,1,1,0.5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,,,,1,1,1,0,0,1,0,1,0.5,0.5,1,0.5,1,1,1,
29 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,
30 Zhou,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
31 Zhou,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,
33 Zhou,1,1,1,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
34 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
35 Zhou,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
36 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,,,,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,
37 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,,,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,
38 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
39 Zhou,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
40 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
41 Zhou,1,1,1,1,1,1,1,0,1,1,1,1,0.5,0,1,1,1,0,1,0,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
42 Zhou,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
43 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
44 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,
45 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,
46 Zhou,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,
47 Zhou,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
48 Zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,0.5,0,1,1,0,0,1,0,0,1,1,1,
49 Zhou,1,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
50 Zhou,1,0,0,1,0,0.5,0,1,0,1,0.5,1,0,1,0,1,1,0,1,0,1,1,1,0,0,,,,1,1,0.5,0.5,1,1,1,0.5,1,0.5,0.5,1,1,1,1,
51 Zhou,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
52 Zhou,1,1,0.5,1,0.5,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,,,1,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,
53 Zhou,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,,,,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,
54 Zhou,1,1,1,0,0.5,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,,,,1,1,1,1,1,1,1,1,0.5,0,1,1,1,1,0,
55 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,
56 Zhou,1,1,1,1,1,0.5,1,1,1,1,0,1,0.5,1,0,1,1,1,0,0,1,1,1,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,
57 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
58 Zhou,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,,,,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,
59 Zhou,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,
60 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,1,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,
61 Zhou,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,
62 Zhou,1,1,1,1,1,1,1,1,0,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
63 Zhou,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,0,1,0,1,1,0.5,1,1,1,
64 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
65 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
66 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
67 Zhou,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
68 Zhou,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,
69 Zhou,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0,1,0,1,0.5,0,1,1,
70 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
71 Zhou,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
72 Zhou,1,0,0,1,1,1,0,0,1,0,0.5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,1,1,1,1,0,1,0,0.5,0.5,1,0,0,
73 Zhou,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,,,,1,1,1,1,1,1,1,0,1,1,0.5,1,1,0,1,
74 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,0.5,0.5,1,1,1,1,1,0,1,1,1,1,1,1,
75 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
76 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
77 Zhou,0,0,0,0.5,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,
78 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,
79 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,0,1,1,1,0,1,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
80 Zhou,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,,,,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
81 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
82 Zhou,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
